rank_in_top_trials	nct_id	second_level_score	first_level_score	combined_score	rank_second_level	rank_combined
1	NCT00027287	2.5417102	0.5189701	3.0606803	1	1
2	NCT00001460	2.080485	0.8715445	2.9520295	3	2
3	NCT00001402	1.8331667	1.1125782	2.9457449	5	3
4	NCT00001936	2.2837402	0.4172032	2.7009434	2	4
5	NCT00001458	2.0096342	0.61898196	2.6286161	4	5
6	NCT00001895	1.58782	0.90027875	2.4880987	7	6
7	NCT00001628	1.3860596	1.068309	2.4543686	10	7
