nct_id	score
NCT00001754	0.40646937
NCT00004762	0.40646726
NCT00005402	0.4064542
NCT00001598	0.40644723
NCT00005771	0.40641117
NCT00000408	0.40641117
NCT00003213	0.40640295
NCT00003817	0.40640295
NCT00006193	0.40639997
NCT00008827	0.40639997
NCT00030238	0.40639997
NCT00002800	0.40639836
NCT00001453	0.40638137
NCT00004326	0.40638137
NCT00004334	0.40638137
NCT00004343	0.40638137
NCT00002493	0.40637243
NCT00004403	0.4063539
NCT00031005	0.4062898
NCT00021723	0.40628493
NCT00002297	0.406204
NCT00005289	0.4061892
NCT00024999	0.40615523
NCT00020618	0.4061423
NCT00017979	0.406135
NCT00043303	0.40604556
NCT00001160	0.40602428
NCT00001523	0.40598175
NCT00001981	0.40592504
NCT00001579	0.40569943
NCT00005004	0.40568286
NCT00006428	0.40567914
NCT00001323	0.40567103
NCT00005541	0.4056422
NCT00006157	0.40561804
NCT00001215	0.40560818
NCT00000144	0.4056006
NCT00013286	0.4055835
NCT00002068	0.4055751
NCT00000776	0.4055751
NCT00001304	0.40555876
NCT00005782	0.4055305
NCT00001359	0.4055186
NCT00001543	0.40549982
NCT00001866	0.4054486
NCT00001718	0.40539798
NCT00031837	0.40539163
NCT00005559	0.40536922
NCT00006312	0.40536922
NCT00016848	0.40535018
NCT00041587	0.40533978
NCT00024570	0.40533978
NCT00033462	0.40533775
NCT00020865	0.40533197
NCT00040352	0.40531772
NCT00006226	0.40530053
NCT00004817	0.40528268
NCT00001265	0.40524614
NCT00010712	0.40523317
NCT00004895	0.40520442
NCT00001912	0.4051998
NCT00039182	0.4051761
NCT00040287	0.40511096
NCT00000588	0.405035
NCT00001381	0.40499818
NCT00000115	0.40499446
NCT00002663	0.40496808
NCT00022581	0.40494236
NCT00036738	0.4049252
NCT00042549	0.40492296
NCT00000154	0.40491974
NCT00001966	0.40491372
NCT00001241	0.40490705
NCT00001254	0.40490705
NCT00039377	0.4048492
NCT00001549	0.4048225
NCT00005832	0.40479082
NCT00005869	0.40479082
NCT00005871	0.40479082
NCT00003049	0.40479082
NCT00005053	0.40479082
NCT00002689	0.40479082
NCT00003025	0.40479082
NCT00003434	0.40479082
NCT00003760	0.40479082
NCT00003591	0.40479082
NCT00003471	0.40478012
NCT00003298	0.40472242
NCT00002615	0.40472242
NCT00005910	0.4046436
NCT00001849	0.40457493
NCT00003674	0.40451935
NCT00003702	0.40449622
NCT00005975	0.40443084
NCT00044824	0.40441328
NCT00001408	0.40441328
NCT00044811	0.40441328
NCT00045955	0.40441328
NCT00001888	0.40441328
NCT00001721	0.40434867
NCT00004143	0.40423134
NCT00001852	0.4042191
NCT00000150	0.4040544
NCT00003598	0.40404597
NCT00004276	0.40397936
NCT00001599	0.4039228
NCT00001975	0.40391392
NCT00001643	0.40390414
NCT00026598	0.40390414
NCT00004733	0.40390414
NCT00006077	0.40390414
NCT00004731	0.40390414
NCT00009048	0.40390414
NCT00006337	0.40390414
NCT00000621	0.4038025
NCT00000606	0.4038025
NCT00006450	0.40378436
NCT00004912	0.40378368
NCT00034905	0.40374875
NCT00001502	0.40371448
NCT00004553	0.403695
NCT00001159	0.40368924
NCT00021749	0.40368798
NCT00013468	0.40362966
NCT00006112	0.4036141
NCT00002759	0.403551
NCT00028210	0.40354538
NCT00000794	0.40352425
